ID,Summary,Parent Interest ID,Registered,Published,Updated_1,Category,MNIS ID,Member,PaymentReceived,ReceivedDate,JobTitle,PaymentType,PaymentDescription,Value,HoursWorked,HoursDetails,IsUltimatePayerDifferent,UltimatePayerName,UltimatePayerProtectedByConfidentiality,UltimatePayerAddress,UltimatePayerNatureOfBusiness,IsPaymentDonated,DonateePaidBy,DonateeType,DonateeDetails,Link
4827,"Payment received on 18 May 2023 - £2,000.00",4826,2023-05-31,2024-03-18,,Employment and earnings - Ad hoc payments,223,Sir Liam Fox,True,2023-05-18,,Monetary,for the period 1 March 2023 to 31 April 2023.,2000.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4827
4534,Payment expected for services on 17 January 2024 - £150.00,3818,2024-03-15,2024-03-18,,Employment and earnings - Ad hoc payments,4110,Dame Karen Bradley,False,2024-01-17,,Monetary,for a meeting.,150.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4534
4152,Payment received on 12 December 2023 - £150.00,4141,2024-01-23,2024-03-18,,Employment and earnings - Ad hoc payments,4865,Miriam Cates,True,2023-12-12,,Monetary,,150.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4152
3826,"Payment received on 07 June 2023 - £1,845.00",3825,2023-06-14,2024-03-18,,Employment and earnings - Ad hoc payments,4504,Wes Streeting,True,2023-06-07,,Monetary,for recording an audiobook in May 2023.,1845.00,12.00,,True,Hodder & Stoughton,False,"Carmelite House, 50 Victoria Embankment, London EC4Y 0DZ",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3826
4068,"Payment received on 31 October 2023 - £2,000.00",4067,2023-11-01,2024-03-18,,Employment and earnings - Ad hoc payments,1539,Mr Ben Wallace,True,2023-10-31,,Monetary,for an article written on 1 October 2023.,2000.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4068
4528,"Payment received on 15 February 2024 - £1,500.00",4172,2024-03-11,2024-03-18,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2024-02-15,,Monetary,(no VAT) legal services provided between 5 January 2024 and 15 February 2024,1500.00,1.50,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4528
4334,"Payment received on 23 June 2023 - £49,200.00",4333,2023-07-18,2024-03-18,,Employment and earnings - Ad hoc payments,4485,Johnny Mercer,True,2023-06-23,,Monetary,as a broadcast fee for filming already undertaken.,49200.00,0.00,no additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4334
4398,Payment received on 14 November 2023 - £700.00,4392,2023-11-16,2024-03-18,,Employment and earnings - Ad hoc payments,4007,Dominic Raab,True,2023-11-14,,Monetary,for two articles published on 26 October 2023 and 1 November 2023.,700.00,6.00,in total,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4398
3772,Payment received on 23 October 2023 - £850.00,3771,2023-10-25,2024-03-18,,Employment and earnings - Ad hoc payments,4812,Dean Russell,True,2023-10-23,,Monetary,including the painting and cost of materials.,850.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3772
4088,Payment received on 04 April 2022 - £75.00,4087,2023-09-19,2024-03-18,,Employment and earnings - Ad hoc payments,1593,Sammy Wilson,True,2022-04-04,,Monetary,,75.00,0.25,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4088
4108,Payment received on 10 March 2022 - £100.00,4106,2023-09-19,2024-03-18,,Employment and earnings - Ad hoc payments,1593,Sammy Wilson,True,2022-03-10,,Monetary,,100.00,0.25,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4108
4114,Payment received on 13 October 2022 - £80.00,4106,2023-09-19,2024-03-18,,Employment and earnings - Ad hoc payments,1593,Sammy Wilson,True,2022-10-13,,Monetary,,80.00,0.25,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4114
4301,Payment received on 24 October 2023 - £200.00,4299,2023-11-24,2024-03-18,,Employment and earnings - Ad hoc payments,3930,Caroline Lucas,True,2023-10-24,,Monetary,for appearing as a guest and panellist on Any Questions.,200.00,10.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4301
4327,"Payment received on 31 August 2023 - £8,014.51",4321,2023-09-19,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-08-31,,Monetary,for presenting eight episodes of a current affairs programme.,8014.51,30.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4327
4312,"Payment received on 06 June 2023 - £1,333.00",4308,2023-06-06,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-06-06,,Monetary,for four articles in the Daily Express.,1333.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4312
4401,"Payment expected for services on 24 October 2023 - £1,000.00",4400,2023-12-13,2024-03-18,,Employment and earnings - Ad hoc payments,4356,Angela Rayner,False,2023-10-24,,Monetary,for hosting an LBC Show on 24 October 2023.,1000.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4401
4373,Payment received on 26 October 2023 - £600.00,4367,2023-11-21,2024-03-18,,Employment and earnings - Ad hoc payments,4370,Jess Phillips,True,2023-10-26,,Monetary,for two appearances on the weekly News Paper review slot in October 2023.,600.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4373
3870,"Payment received on 23 February 2024 - £20,520.60",3869,2024-03-04,2024-03-18,,Employment and earnings - Ad hoc payments,4475,Suella Braverman,True,2024-02-23,,Monetary,"comprised of a payment of £19,920.60 and accommodation for my husband and I valued at £600.",20520.60,6.00,,True,Ananda Bazar Patrika (ABP)  Network,False,"Ananda Bazar Patrika (ABP) Network, FC -12, Film City, Sector 16A, Noida, Uttar Pradesh - 201301, India",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3870
4968,Payment received on 02 June 2023 - £709.00,4967,2023-06-30,2024-03-18,,Employment and earnings - Ad hoc payments,1576,Mark Pritchard,True,2023-06-02,,Monetary,as a further commission payment for market research services previously registered,709.00,0.00,No additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4968
4516,Payment received on 11 January 2024 - £261.72,4515,2024-03-05,2024-03-18,,Employment and earnings - Ad hoc payments,4088,Ms Stella Creasy,True,2024-01-11,,Monetary,for two articles.,261.72,4.00,,False,,False,,,True,Donated by the Member to the recipient,Other,Fee allocated to my staffing budget.,https://interests-api.parliament.uk/api/v1/Interests/4516
4517,Payment received on 29 February 2024 - £409.20,4515,2024-03-05,2024-03-18,,Employment and earnings - Ad hoc payments,4088,Ms Stella Creasy,True,2024-02-29,,Monetary,for two articles.,409.20,8.00,,False,,False,,,True,Donated by the Member to the recipient,Other,Fee allocated to my staffing budget.,https://interests-api.parliament.uk/api/v1/Interests/4517
3787,"Payment received on 30 October 2023 - £33,598.00",3786,2023-11-09,2024-03-18,,Employment and earnings - Ad hoc payments,4014,Lord Sharma,True,2023-10-30,,Monetary,for a speaking engagement. Transport and accommodation were also provided for me.,33598.00,6.00,,True,UBS AG Singapore,False,"9 Penang Road, Singapore 238549",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3787
4519,Payment received on 13 February 2024 - £750.00,3776,2024-03-12,2024-03-18,,Employment and earnings - Ad hoc payments,4681,Bob Seely,True,2024-02-13,,Monetary,for an article for the Mail on Sunday.,750.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4519
4521,Payment received on 29 February 2024 - £146.76,4341,2024-03-11,2024-03-18,,Employment and earnings - Ad hoc payments,1466,Dr Andrew Murrison,True,2024-02-29,,Monetary,,146.76,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4521
3802,Payment received on 23 June 2023 - £100.00,3799,2023-06-28,2024-03-18,,Employment and earnings - Ad hoc payments,3997,Sir Alec Shelbrooke,True,2023-06-23,,Monetary,for a cancelled appearance on the First Edition show on Talk TV on 14 June 2023.,100.00,0.00,no additional hours,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3802
4201,Payment received on 11 May 2023 - £280.00,4198,2023-05-26,2024-03-18,,Employment and earnings - Ad hoc payments,4476,Dr James Davies,True,2023-05-11,,Monetary,,280.00,4.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4201
4443,Payment expected for services on 27 August 2023 - £450.00,4428,2023-08-29,2024-03-18,,Employment and earnings - Ad hoc payments,4627,Douglas Ross,False,2023-08-27,,Monetary,for St Mirren v Aberdeen on 27 August 2023.,450.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4443
4440,Payment expected for services on 12 August 2023 - £450.00,4428,2023-08-14,2024-03-18,,Employment and earnings - Ad hoc payments,4627,Douglas Ross,False,2023-08-12,,Monetary,for Ross County v St Johnstone on 12 August 2023.,450.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4440
5133,"Payment received on 14 November 2023 - £12,500.00",5132,2023-11-16,2024-03-18,,Employment and earnings - Ad hoc payments,1539,Mr Ben Wallace,True,2023-11-14,,Monetary,"for speaking at an event on 9 November
2023.",12500.00,1.00,,True,Lakestar Advisors,False,"18 Bahnhofstrasse, Zurich, 8001, Switzerland, UID CHE-114.605.813",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5133
4419,"Payment received on 25 January 2024 - £29,166.67",4408,2024-02-05,2024-03-18,,Employment and earnings - Ad hoc payments,4099,Sir Jacob Rees-Mogg,True,2024-01-25,,Monetary,,29166.67,40.00,including preparation,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4419
4417,"Payment received on 30 November 2023 - £29,166.67",4408,2023-11-30,2024-03-18,,Employment and earnings - Ad hoc payments,4099,Sir Jacob Rees-Mogg,True,2023-11-30,,Monetary,,29166.67,40.00,including preparation,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4417
3883,Payment received on 06 June 2023 - £150.00,3880,2023-06-23,2024-03-18,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2023-06-06,,Monetary,for an article in the Daily Mirror.,150.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3883
3886,"Payment received on 22 September 2023 - £1,000.00",3885,2023-09-22,2024-03-18,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2023-09-22,,Monetary,for presenting a show on LBC.,1000.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3886
4167,"Payment received on 19 May 2023 - £2,000.00",4166,2023-05-31,2024-03-18,,Employment and earnings - Ad hoc payments,1578,Greg Clark,True,2023-05-19,,Monetary,for a speech at a conference at Norton Rose Fullbright LLP's offices on 21 March 2023.,2000.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4167
3815,"Payment received on 21 December 2023 - £7,500.00",3814,2024-01-08,2024-03-18,,Employment and earnings - Ad hoc payments,4060,Sir Jake Berry,True,2023-12-21,,Monetary,hosting six radio shows between 17 November and 15 December 2023 and for one appearance as a panellist on 27 November 2023.,7500.00,19.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3815
4143,Payment received on 03 May 2023 - £250.00,4141,2023-05-11,2024-03-18,,Employment and earnings - Ad hoc payments,4865,Miriam Cates,True,2023-05-03,,Monetary,,250.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4143
4144,Payment received on 11 July 2023 - £250.00,4141,2023-09-13,2024-03-18,,Employment and earnings - Ad hoc payments,4865,Miriam Cates,True,2023-07-11,,Monetary,,250.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4144
4157,Payment received on 14 December 2023 - £100.00,4153,2024-01-23,2024-03-18,,Employment and earnings - Ad hoc payments,4865,Miriam Cates,True,2023-12-14,,Monetary,,100.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4157
3840,"Payment received on 24 July 2023 - £32,000.00",3837,2023-08-02,2024-03-18,,Employment and earnings - Ad hoc payments,4097,Elizabeth Truss,True,2023-07-24,,Monetary,"for participating in a discussion at the News Xchange conference held in Dublin. The payer also provided me, my husband and a staff member with accommodation valued at approximately £720, and flights valued at £2,377.",32000.00,2.00,,True,News Agenda Ltd,False,"2nd Floor, 148 Curtain Road, London EC2A 3AT",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3840
5121,"Payment received on 29 December 2023 - £58,826.32",4711,2024-01-23,2024-03-18,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2023-12-29,,Monetary,(no VAT) for legal services provided between 1 May and 29 December 2024,58826.32,50.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5121
4179,"Payment received on 31 January 2024 - £33,000.00",4172,2024-02-16,2024-03-18,,Employment and earnings - Ad hoc payments,1508,Sir Geoffrey Cox,True,2024-01-31,,Monetary,(no VAT) for legal services provided between 1 February and 31 July 2023,33000.00,30.00,approx,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4179
4360,Payment received on 12 October 2023 - £105.71,4353,2023-10-16,2024-03-18,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2023-10-12,,Monetary,for book royalties.,105.71,0.00,no additional hours,True,Everyman’s Library,False,"Northburgh House, 10 Northburgh St, London EC1V 0AT",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4360
4362,Payment received on 12 October 2023 - £151.10,4353,2023-10-16,2024-03-18,,Employment and earnings - Ad hoc payments,3991,Jesse Norman,True,2023-10-12,,Monetary,for book royalties.,151.10,0.00,no additional hours,True,HarperCollins Publishers Ltd,False,"Westerhill Road, Bishopsbriggs, Glasgow G64 2QT",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4362
5351,"Payment received on 28 July 2023 - £2,433.44",4239,2023-08-11,2024-03-18,,Employment and earnings - Ad hoc payments,4993,Keir Mather,True,2023-07-28,,Monetary,as my final monthly wage payment.,2433.44,0.00,none since my election,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5351
4082,"Payment received on 15 August 2023 - £5,000.00",4081,2023-08-15,2024-03-18,,Employment and earnings - Ad hoc payments,3940,Craig Whittaker,True,2023-08-15,,Monetary,for presenting two seminars on 18 July 2023 and 3 August 2023.,5000.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4082
4100,Payment received on 04 December 2022 - £75.00,4087,2023-09-19,2024-03-18,,Employment and earnings - Ad hoc payments,1593,Sammy Wilson,True,2022-12-04,,Monetary,,75.00,0.25,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4100
4125,"Payment received on 17 November 2023 - £6,150.00",4123,2023-11-29,2024-03-18,,Employment and earnings - Ad hoc payments,4113,Nadhim Zahawi,True,2023-11-17,,Monetary,as a further advance payment for a book.,6150.00,50.00,estimated,True,HarperCollins,False,"The News Building, 1 London Bridge Street, London SE1 9GF",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4125
4297,Payment expected for services on 21 September 2023 - £100.00,4294,2023-09-21,2024-03-18,,Employment and earnings - Ad hoc payments,3930,Caroline Lucas,False,2023-09-21,,Monetary,for an article written on 21 September 2023.,100.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4297
4319,"Payment received on 02 November 2023 - £1,968.00",4308,2023-11-09,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-11-02,,Monetary,for five columns in the Daily Express.,1968.00,10.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4319
4317,Payment received on 19 September 2023 - £500.00,4308,2023-10-10,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-09-19,,Monetary,for a column in the Daily Express.,500.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4317
4347,Payment received on 31 December 2023 - £966.97,4341,2024-01-04,2024-03-18,,Employment and earnings - Ad hoc payments,1466,Dr Andrew Murrison,True,2023-12-31,,Monetary,,966.97,28.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4347
4345,"Payment received on 31 August 2023 - £1,287.54",4341,2023-09-04,2024-03-18,,Employment and earnings - Ad hoc payments,1466,Dr Andrew Murrison,True,2023-08-31,,Monetary,,1287.54,26.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4345
4343,Payment received on 30 June 2023 - £281.00,4341,2023-07-03,2024-03-18,,Employment and earnings - Ad hoc payments,1466,Dr Andrew Murrison,True,2023-06-30,,Monetary,,281.00,8.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4343
4733,"Payment received on 22 November 2023 - £1,000.00",4732,2023-12-06,2024-03-18,,Employment and earnings - Ad hoc payments,3934,George Eustice,True,2023-11-22,,Monetary,for a policy discussion on 3 November 2023 on the use of digital tools to monitor survival rates in trees and associated written advice.,1000.00,4.00,,False,,False,,,True,Paid direct to the recipient by the payer,Other,Penbroath Ltd,https://interests-api.parliament.uk/api/v1/Interests/4733
3783,"Payment received on 06 July 2023 - £29,993.00",3782,2023-07-24,2024-03-18,,Employment and earnings - Ad hoc payments,4014,Lord Sharma,True,2023-07-06,,Monetary,for a speaking engagement.,29993.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3783
4332,"Payment received on 27 July 2023 - £4,000.00",4331,2023-08-03,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-07-27,,Monetary,,4000.00,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4332
5405,"Payment received on 16 February 2024 - £4,000.00",4965,2024-03-08,2024-03-18,,Employment and earnings - Ad hoc payments,1576,Mark Pritchard,True,2024-02-16,,Monetary,for providing marketing advice between 1 January 2024 and 31 January 2024.,4000.00,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/5405
3775,Payment received on 22 May 2023 - £300.00,3773,2023-05-24,2024-03-18,,Employment and earnings - Ad hoc payments,4681,Bob Seely,True,2023-05-22,,Monetary,for a guest appearance on a News UK show.,300.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3775
3803,Payment received on 24 July 2023 - £600.00,3799,2023-07-25,2024-03-18,,Employment and earnings - Ad hoc payments,3997,Sir Alec Shelbrooke,True,2023-07-24,,Monetary,for appearing as a panellist on the First Edition show on Talk TV on 21 June 2023 and 5 July 2023.,600.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3803
3805,Payment received on 23 November 2023 - £50.00,3799,2023-11-22,2024-03-18,,Employment and earnings - Ad hoc payments,3997,Sir Alec Shelbrooke,True,2023-11-23,,Monetary,for an interview on the First Edition show on Talk TV on 19 October 2023.,50.00,0.25,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3805
4533,"Payment received on 23 February 2024 - £1,250.00",4198,2024-03-07,2024-03-18,,Employment and earnings - Ad hoc payments,4476,Dr James Davies,True,2024-02-23,,Monetary,,1250.00,18.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4533
4692,Payment received on 25 July 2023 - £900.00,4691,2023-08-02,2024-03-18,,Employment and earnings - Ad hoc payments,435,Lord Brady of Altrincham,True,2023-07-25,,Monetary,,900.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4692
4192,Payment received on 24 November 2023 - £416.94,4188,2023-12-11,2024-03-18,,Employment and earnings - Ad hoc payments,1406,Jon Cruddas,True,2023-11-24,,Monetary,,416.94,4.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4192
4194,Payment received on 06 May 2023 - £697.96,4193,2023-06-14,2024-03-18,,Employment and earnings - Ad hoc payments,1406,Jon Cruddas,True,2023-05-06,,Monetary,,697.96,20.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4194
4376,Payment received on 03 February 2023 - £100.00,4375,2023-05-24,2024-03-18,,Employment and earnings - Ad hoc payments,4370,Jess Phillips,True,2023-02-03,,Monetary,for an article.,100.00,1.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4376
4384,Payment received on 02 September 2023 - £150.00,4381,2023-09-06,2024-03-18,,Employment and earnings - Ad hoc payments,4917,Ms Anum Qaisar,True,2023-09-02,,Monetary,,150.00,1.00,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4384
4382,Payment received on 27 May 2023 - £150.00,4381,2023-09-06,2024-03-18,,Employment and earnings - Ad hoc payments,4917,Ms Anum Qaisar,True,2023-05-27,,Monetary,,150.00,1.00,,False,,False,,,True,Paid direct to the recipient by the payer,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4382
4438,Payment expected for services on 29 July 2023 - £108.00,4428,2023-08-02,2024-03-18,,Employment and earnings - Ad hoc payments,4627,Douglas Ross,False,2023-07-29,,Monetary,for Arbroath v Montrose on 29 July 2023.,108.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4438
4436,Payment expected for services on 26 May 2023 - £445.00,4428,2023-05-30,2024-03-18,,Employment and earnings - Ad hoc payments,4627,Douglas Ross,False,2023-05-26,,Monetary,for Ayr United v Partick Thistle on 26 May 2023.,445.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4436
4433,Payment expected for services on 13 May 2023 - £445.00,4428,2023-05-15,2024-03-18,,Employment and earnings - Ad hoc payments,4627,Douglas Ross,False,2023-05-13,,Monetary,for Dundee United v Ross County on 13 May 2023.,445.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4433
4864,"Payment expected for services on 27 October 2023 - £1,000.00",4863,2023-11-21,2024-03-18,,Employment and earnings - Ad hoc payments,3945,Sir Sajid Javid,False,2023-10-27,,Monetary,,1000.00,5.00,including preparation,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4864
4792,Payment received on 03 November 2023 - £325.00,4791,2023-11-14,2024-03-18,,Employment and earnings - Ad hoc payments,40,Sir Bernard Jenkin,True,2023-11-03,,Monetary,,325.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4792
3892,Payment received on 11 October 2023 - £400.00,3888,2023-10-11,2024-03-18,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2023-10-11,,Monetary,for a book review.,400.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3892
3875,"Payment received on 14 August 2023 - £20,800.00",3871,2023-08-14,2024-03-18,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2023-08-14,,Monetary,for an advance and payment for the recording of a new book.,20800.00,100.00,approx. over four months,True,Bloomsbury Publishing,False,"50 Bedford Square, London WC1B 3DP",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3875
3878,"Payment received on 19 January 2024 - £1,000.00",3871,2024-01-22,2024-03-18,,Employment and earnings - Ad hoc payments,1446,Chris Bryant,True,2024-01-19,,Monetary,for reading the audiobook of my new book.,1000.00,12.00,,True,Bloomsbury Publishing,False,"50 Bedford Square, London WC1B 3DP",,False,,,,https://interests-api.parliament.uk/api/v1/Interests/3878
4240,"Payment received on 25 January 2024 - £4,781.71",4226,2024-01-26,2024-03-18,,Employment and earnings - Ad hoc payments,1565,Sir Philip Davies,True,2024-01-25,,Monetary,for being a contributor to fourteen various programmes.,4781.71,28.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4240
4237,"Payment received on 30 November 2023 - £3,770.84",4226,2023-11-30,2024-03-18,,Employment and earnings - Ad hoc payments,1565,Sir Philip Davies,True,2023-11-30,,Monetary,for presenting four episodes of a current affairs programme.,3770.84,28.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4237
4228,"Payment received on 27 April 2023 - £2,916.67",4226,2023-05-04,2024-03-18,,Employment and earnings - Ad hoc payments,1565,Sir Philip Davies,True,2023-04-27,,Monetary,for presenting four episodes of a current affairs programme.,2916.67,28.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4228
4223,Payment received on 05 December 2023 - £350.00,4218,2023-12-05,2024-03-18,,Employment and earnings - Ad hoc payments,1565,Sir Philip Davies,True,2023-12-05,,Monetary,for a column in the Daily Express.,350.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4223
4093,Payment received on 15 August 2022 - £75.00,4087,2023-09-19,2024-03-18,,Employment and earnings - Ad hoc payments,1593,Sammy Wilson,True,2022-08-15,,Monetary,,75.00,0.25,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4093
4095,Payment received on 05 September 2022 - £75.00,4087,2023-09-19,2024-03-18,,Employment and earnings - Ad hoc payments,1593,Sammy Wilson,True,2022-09-05,,Monetary,,75.00,0.25,,False,,False,,,True,Donated by the Member to the recipient,Charity,,https://interests-api.parliament.uk/api/v1/Interests/4095
4163,Payment received on 16 February 2024 - £235.00,4158,2024-02-26,2024-03-18,,Employment and earnings - Ad hoc payments,4492,Maria Caulfield,True,2024-02-16,,Monetary,,235.00,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4163
4323,"Payment received on 27 April 2023 - £3,166.66",4321,2023-05-17,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-04-27,,Monetary,for presenting four episodes of a current affairs programme.,3166.66,12.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4323
4328,"Payment received on 28 September 2023 - £4,286.23",4321,2023-10-10,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-09-28,,Monetary,for presenting five episodes of a current affairs programme.,4286.23,16.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4328
4330,"Payment received on 30 November 2023 - £3,415.03",4321,2023-12-19,2024-03-18,,Employment and earnings - Ad hoc payments,4084,Esther McVey,True,2023-11-30,,Monetary,for presenting two episodes of a current affairs programme.,3415.03,9.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4330
4342,Payment received on 31 May 2023 - £70.25,4341,2023-06-12,2024-03-18,,Employment and earnings - Ad hoc payments,1466,Dr Andrew Murrison,True,2023-05-31,,Monetary,,70.25,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4342
4352,Payment received on 21 June 2023 - £600.00,4349,2023-06-22,2024-03-18,,Employment and earnings - Ad hoc payments,4048,Caroline Nokes,True,2023-06-21,,Monetary,for being a panellist on First Edition on 22 and 29 May 2023.,600.00,2.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4352
4407,"Payment received on 11 July 2023 - £1,000.00",4405,2023-07-12,2024-03-18,,Employment and earnings - Ad hoc payments,4099,Sir Jacob Rees-Mogg,True,2023-07-11,,Monetary,for an article.,1000.00,1.50,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4407
4142,Payment received on 21 March 2023 - £250.00,4141,2023-05-11,2024-03-18,,Employment and earnings - Ad hoc payments,4865,Miriam Cates,True,2023-03-21,,Monetary,,250.00,3.00,,False,,False,,,False,,,,https://interests-api.parliament.uk/api/v1/Interests/4142
